timestamp, system, entity , value (psu)
1625574678.888, lauv-roald, SmartX, 8.681
1625574679.388, lauv-roald, SmartX, 9.814
1625574679.888, lauv-roald, SmartX, 10.949
1625574680.388, lauv-roald, SmartX, 12.923
1625574680.888, lauv-roald, SmartX, 12.837
1625574681.388, lauv-roald, SmartX, 10.183
1625574681.888, lauv-roald, SmartX, 6.215
1625574682.388, lauv-roald, SmartX, 6.209
1625574682.888, lauv-roald, SmartX, 6.403
1625574683.388, lauv-roald, SmartX, 7.060
1625574683.888, lauv-roald, SmartX, 8.981
1625574684.388, lauv-roald, SmartX, 11.227
1625574684.888, lauv-roald, SmartX, 12.560
1625574685.388, lauv-roald, SmartX, 12.204
1625574685.888, lauv-roald, SmartX, 10.214
1625574686.388, lauv-roald, SmartX, 6.885
1625574686.887, lauv-roald, SmartX, 6.054
1625574687.387, lauv-roald, SmartX, 7.707
1625574687.887, lauv-roald, SmartX, 8.606
1625574688.387, lauv-roald, SmartX, 9.042
1625574688.887, lauv-roald, SmartX, 9.758
1625574689.387, lauv-roald, SmartX, 9.866
1625574689.887, lauv-roald, SmartX, 6.786
1625574690.387, lauv-roald, SmartX, 6.569
1625574690.887, lauv-roald, SmartX, 5.378
1625574691.387, lauv-roald, SmartX, 4.928
1625574691.887, lauv-roald, SmartX, 4.563
1625574692.387, lauv-roald, SmartX, 5.222
1625574692.887, lauv-roald, SmartX, 8.638
1625574693.387, lauv-roald, SmartX, 11.803
1625574693.887, lauv-roald, SmartX, 12.041
1625574694.387, lauv-roald, SmartX, 9.873
1625574694.887, lauv-roald, SmartX, 9.006
1625574695.387, lauv-roald, SmartX, 7.607
1625574695.887, lauv-roald, SmartX, 6.922
1625574696.387, lauv-roald, SmartX, 7.874
1625574696.887, lauv-roald, SmartX, 14.728
1625574697.387, lauv-roald, SmartX, 16.935
1625574697.887, lauv-roald, SmartX, 16.300
1625574698.387, lauv-roald, SmartX, 14.104
1625574698.887, lauv-roald, SmartX, 9.880
1625574699.386, lauv-roald, SmartX, 7.442
1625574699.887, lauv-roald, SmartX, 6.759
1625574700.387, lauv-roald, SmartX, 6.869
1625574700.887, lauv-roald, SmartX, 7.244
1625574701.386, lauv-roald, SmartX, 6.207
1625574701.886, lauv-roald, SmartX, 5.176
1625574702.386, lauv-roald, SmartX, 5.109
1625574702.886, lauv-roald, SmartX, 6.498
1625574703.386, lauv-roald, SmartX, 10.342
1625574703.886, lauv-roald, SmartX, 12.298
1625574704.386, lauv-roald, SmartX, 12.206
1625574704.886, lauv-roald, SmartX, 10.470
1625574705.386, lauv-roald, SmartX, 8.437
1625574705.886, lauv-roald, SmartX, 7.854
1625574706.386, lauv-roald, SmartX, 8.611
1625574706.886, lauv-roald, SmartX, 9.337
1625574707.386, lauv-roald, SmartX, 11.029
1625574707.886, lauv-roald, SmartX, 11.784
1625574708.386, lauv-roald, SmartX, 11.654
1625574708.886, lauv-roald, SmartX, 11.577
1625574709.386, lauv-roald, SmartX, 11.478
1625574709.886, lauv-roald, SmartX, 11.489
1625574710.386, lauv-roald, SmartX, 11.906
1625574710.886, lauv-roald, SmartX, 12.382
1625574711.386, lauv-roald, SmartX, 13.305
1625574711.886, lauv-roald, SmartX, 13.627
1625574712.386, lauv-roald, SmartX, 12.776
1625574712.886, lauv-roald, SmartX, 11.995
1625574713.386, lauv-roald, SmartX, 11.086
1625574713.885, lauv-roald, SmartX, 11.261
1625574714.386, lauv-roald, SmartX, 12.472
1625574714.886, lauv-roald, SmartX, 13.703
1625574715.385, lauv-roald, SmartX, 14.803
1625574715.885, lauv-roald, SmartX, 15.074
1625574716.385, lauv-roald, SmartX, 14.929
1625574716.885, lauv-roald, SmartX, 14.094
1625574717.385, lauv-roald, SmartX, 13.545
1625574717.885, lauv-roald, SmartX, 13.222
1625574718.385, lauv-roald, SmartX, 13.511
1625574718.885, lauv-roald, SmartX, 14.183
1625574719.385, lauv-roald, SmartX, 14.650
1625574719.885, lauv-roald, SmartX, 14.639
1625574720.385, lauv-roald, SmartX, 13.835
1625574720.885, lauv-roald, SmartX, 12.327
1625574721.385, lauv-roald, SmartX, 11.549
1625574721.885, lauv-roald, SmartX, 10.454
1625574722.385, lauv-roald, SmartX, 10.026
1625574722.885, lauv-roald, SmartX, 10.151
1625574723.385, lauv-roald, SmartX, 11.176
1625574723.885, lauv-roald, SmartX, 12.175
1625574724.385, lauv-roald, SmartX, 12.626
1625574724.885, lauv-roald, SmartX, 12.554
1625574725.385, lauv-roald, SmartX, 11.554
1625574725.885, lauv-roald, SmartX, 9.498
1625574726.385, lauv-roald, SmartX, 7.486
1625574726.885, lauv-roald, SmartX, 5.833
1625574727.385, lauv-roald, SmartX, 5.137
1625574727.885, lauv-roald, SmartX, 5.451
1625574728.385, lauv-roald, SmartX, 6.886
1625574728.885, lauv-roald, SmartX, 7.882
1625574729.385, lauv-roald, SmartX, 11.763
1625574729.884, lauv-roald, SmartX, 15.152
1625574730.385, lauv-roald, SmartX, 17.717
1625574730.885, lauv-roald, SmartX, 19.245
1625574731.385, lauv-roald, SmartX, 18.910
1625574731.885, lauv-roald, SmartX, 17.387
1625574732.384, lauv-roald, SmartX, 14.134
1625574732.884, lauv-roald, SmartX, 12.087
1625574733.384, lauv-roald, SmartX, 8.941
1625574733.885, lauv-roald, SmartX, 7.054
1625574734.384, lauv-roald, SmartX, 6.131
1625574734.884, lauv-roald, SmartX, 9.323
1625574735.384, lauv-roald, SmartX, 11.900
1625574735.884, lauv-roald, SmartX, 13.990
1625574736.384, lauv-roald, SmartX, 15.068
1625574736.884, lauv-roald, SmartX, 14.264
1625574737.384, lauv-roald, SmartX, 11.849
1625574737.884, lauv-roald, SmartX, 8.584
1625574738.384, lauv-roald, SmartX, 7.953
1625574738.884, lauv-roald, SmartX, 10.200
1625574739.384, lauv-roald, SmartX, 11.963
1625574739.884, lauv-roald, SmartX, 13.139
1625574740.384, lauv-roald, SmartX, 13.481
1625574740.884, lauv-roald, SmartX, 11.758
1625574741.384, lauv-roald, SmartX, 9.087
1625574741.884, lauv-roald, SmartX, 6.530
1625574742.384, lauv-roald, SmartX, 4.491
1625574742.884, lauv-roald, SmartX, 3.891
1625574743.384, lauv-roald, SmartX, 3.621
1625574743.883, lauv-roald, SmartX, 3.762
1625574744.383, lauv-roald, SmartX, 3.937
1625574744.884, lauv-roald, SmartX, 5.035
1625574745.383, lauv-roald, SmartX, 8.842
1625574745.883, lauv-roald, SmartX, 11.246
1625574746.383, lauv-roald, SmartX, 12.301
1625574746.884, lauv-roald, SmartX, 13.332
1625574747.383, lauv-roald, SmartX, 14.439
1625574747.883, lauv-roald, SmartX, 14.795
1625574748.383, lauv-roald, SmartX, 14.682
1625574748.883, lauv-roald, SmartX, 12.887
1625574749.383, lauv-roald, SmartX, 10.566
1625574749.883, lauv-roald, SmartX, 7.941
1625574750.383, lauv-roald, SmartX, 7.825
1625574750.883, lauv-roald, SmartX, 8.841
1625574751.383, lauv-roald, SmartX, 12.147
1625574751.883, lauv-roald, SmartX, 13.787
1625574752.383, lauv-roald, SmartX, 14.417
1625574752.883, lauv-roald, SmartX, 14.255
1625574753.383, lauv-roald, SmartX, 13.154
1625574753.883, lauv-roald, SmartX, 12.336
1625574754.383, lauv-roald, SmartX, 10.919
1625574754.883, lauv-roald, SmartX, 10.208
1625574755.383, lauv-roald, SmartX, 9.718
1625574755.883, lauv-roald, SmartX, 9.679
1625574756.383, lauv-roald, SmartX, 9.370
1625574756.883, lauv-roald, SmartX, 9.326
1625574757.383, lauv-roald, SmartX, 9.594
1625574757.883, lauv-roald, SmartX, 11.378
1625574758.383, lauv-roald, SmartX, 12.664
1625574758.882, lauv-roald, SmartX, 14.388
1625574759.382, lauv-roald, SmartX, 13.649
1625574759.882, lauv-roald, SmartX, 10.883
1625574760.382, lauv-roald, SmartX, 8.968
1625574760.882, lauv-roald, SmartX, 6.784
1625574761.382, lauv-roald, SmartX, 6.130
1625574761.882, lauv-roald, SmartX, 5.911
1625574762.382, lauv-roald, SmartX, 6.194
1625574762.882, lauv-roald, SmartX, 7.056
1625574763.382, lauv-roald, SmartX, 10.551
